Date;Open;High;Low;Close;Volume
2004.06.06 00:00;384;384.8;382.8;384.1;272
2004.06.13 00:00;384.3;395.8;381.1;394.3;9692
2004.06.20 00:00;394.3;402.8;392.1;401.1;8509
2004.06.27 00:00;401.8;404.6;390.3;397.8;9682
2004.07.04 00:00;397.8;408.6;388.5;407.1;3507
2004.07.11 00:00;407.3;408.3;399.6;406.1;6227
2004.07.18 00:00;405.5;407.5;386.5;389.3;8279
2004.07.25 00:00;389.3;393.1;384.5;390.5;13575
2004.08.01 00:00;390.3;400.3;388.1;398.8;11955
2004.08.08 00:00;399.1;400.6;391.8;398.1;8836
2004.08.15 00:00;398.3;413.8;397.6;412.2;6438
2004.08.22 00:00;411.8;411.8;400.8;402.3;11214
2004.08.29 00:00;402.3;410.8;398.6;399.8;6689
2004.09.05 00:00;400.6;402.3;394.3;402.3;9470
2004.09.12 00:00;401.1;406.6;398.1;405;11576
2004.09.19 00:00;404.8;411.6;402.8;407.1;10078
2004.09.26 00:00;407.3;419.3;406.6;419;12630
2004.10.03 00:00;418.3;423.3;411.3;422.3;6942
2004.10.10 00:00;422.5;422.6;409.1;418.3;5509
2004.10.17 00:00;418.1;425.8;414.3;423.7;5724
2004.10.24 00:00;426;430.2;420.3;428.1;6326
2004.10.31 00:00;429.6;433.6;416.8;433.1;6481
2004.11.07 00:00;433.6;438.5;430.7;437.3;5903
2004.11.14 00:00;438.3;447.8;434.8;446.6;8203
2004.11.21 00:00;446.3;454.8;445.5;451.3;3526
2004.11.28 00:00;451.3;456.3;446.6;448.3;5187
2004.12.05 00:00;455.1;455.8;431.5;433.7;10304
2004.12.12 00:00;434.3;442.3;434.1;441;6067
2004.12.19 00:00;441.3;443.6;438.3;441.8;3003
2004.12.26 00:00;442.6;445.1;433.1;437;3970
2005.01.02 00:00;437.1;437.3;416.5;418.6;6861
2005.01.09 00:00;419.1;427.3;418.3;422.6;8541
2005.01.16 00:00;421.8;427.8;419.6;426.7;6582
2005.01.23 00:00;426.5;427.6;420.3;426.5;8359
2005.01.30 00:00;425.5;425.5;413.3;414.2;9038
2005.02.06 00:00;413.8;421.6;409.8;420.3;9469
2005.02.13 00:00;420.5;428.1;420.5;426.8;9953
2005.02.20 00:00;430.1;436.3;429.8;434.8;8002
2005.02.27 00:00;434.6;437.7;428.3;433.8;9004
2005.03.06 00:00;433.8;446.6;431.8;444.3;5338
2005.03.13 00:00;444.8;444.8;435.5;438.8;4675
2005.03.20 00:00;439.2;439.2;423.5;423.8;5063
2005.03.27 00:00;424.3;428.5;423.1;425.1;6399
2005.04.03 00:00;425.1;428;421.8;426.1;7607
2005.04.10 00:00;425.8;429.6;421.7;423.8;8335
2005.04.17 00:00;424;435.2;422.8;433.7;7461
2005.04.24 00:00;433.7;437.2;429.8;434;7943
2005.05.01 00:00;433.8;434.1;423.2;425.3;8558
2005.05.08 00:00;425.3;428;418.2;419.3;10833
2005.05.15 00:00;419.8;422.8;416.3;417.1;7774
2005.05.22 00:00;417.2;419.8;415.3;419.6;6824
2005.05.29 00:00;417.1;424.3;413.3;421.8;3111
2005.06.05 00:00;422.3;427.8;420.6;426.6;3849
2005.06.12 00:00;425.8;438.8;423.5;437.1;4139
2005.06.19 00:00;437;443.2;433.6;439.3;3975
2005.06.26 00:00;439.3;439.8;426.3;426.8;3520
2005.07.03 00:00;427.2;428.3;421.3;422.6;2783
2005.07.10 00:00;423.3;427.3;417.8;421.1;3828
2005.07.17 00:00;421.3;426.5;418.5;424.5;2978
2005.07.24 00:00;424.7;430.3;421.5;429.3;3850
2005.07.31 00:00;429.2;438.8;428.6;436.8;4805
2005.08.07 00:00;436.7;449.1;432.6;445.7;4292
2005.08.14 00:00;445.7;446.5;435.6;435.8;4318
2005.08.21 00:00;436.1;440.3;435.3;437.2;3935
2005.08.28 00:00;438.1;446.8;429;443.8;3852
2005.09.04 00:00;444.2;449.3;442.3;448.3;4234
2005.09.11 00:00;449.8;459.8;444.5;459.3;6640
2005.09.18 00:00;458.8;475;458.2;462.8;6365
2005.09.25 00:00;462.2;474.1;457.6;468.8;5932
2005.10.02 00:00;467.3;475.6;462.8;474.3;5327
2005.10.09 00:00;473.8;480;465.3;469.2;6602
2005.10.16 00:00;469;475;459.5;466.3;5660
2005.10.23 00:00;465.6;475.5;462.8;472.1;5432
2005.10.30 00:00;472.3;472.8;454.8;456.3;5412
2005.11.06 00:00;456.7;469.6;455.8;468.2;4952
2005.11.13 00:00;468.7;488.6;466.1;484.8;6556
2005.11.20 00:00;484.8;495;484.3;491.6;3279
2005.11.27 00:00;498.1;506.3;490.3;502.8;4775
2005.12.04 00:00;503.8;530.2;503.5;525.7;5994
2005.12.11 00:00;528.2;540.5;492.8;502.7;8550
2005.12.18 00:00;501.3;508.8;489.3;502.3;6582
2005.12.25 00:00;505.8;517.6;504.8;514.6;3781
2006.01.01 00:00;516.8;539.7;516.3;539.2;5455
2006.01.08 00:00;539.2;557.2;535;556.7;9556
2006.01.15 00:00;558.2;567.6;540.2;554;9799
2006.01.22 00:00;551.5;566.1;549;559;7151
2006.01.29 00:00;557.7;574.7;557.5;568.2;6271
2006.02.05 00:00;568.2;573.2;544.7;550.5;7867
2006.02.12 00:00;548.6;554;534.6;551.6;6907
2006.02.19 00:00;552.2;559.5;547;558.5;3611
2006.02.26 00:00;558.5;570.7;551.7;564.7;4181
2006.03.05 00:00;566.1;568;533.7;540.5;4463
2006.03.12 00:00;540;557.1;538.2;553.6;3759
2006.03.19 00:00;554.2;560.7;544.7;559.6;3366
2006.03.26 00:00;559.5;589.1;558.2;583.5;4981
2006.04.02 00:00;572.2;597.7;572.2;588.3;4663
2006.04.09 00:00;588.3;603.7;588;596;4013
2006.04.16 00:00;605.5;645.2;603.2;633.5;6432
2006.04.23 00:00;638.5;655.5;618.2;653.7;5611
2006.04.30 00:00;654.1;684.2;650.7;683.2;7043
2006.05.07 00:00;680.7;729.7;670.5;714.2;7600
2006.05.14 00:00;712.7;719.7;650.6;657.2;16307
2006.05.21 00:00;655.1;674.5;635.6;651.2;10315
2006.05.28 00:00;651.5;664.6;618.7;637.7;8165
2006.06.04 00:00;638.5;645.1;600.6;607.1;15115
2006.06.11 00:00;604.7;611.2;542.5;580.6;14154
2006.06.18 00:00;579;594.7;560.7;583;7805
2006.06.25 00:00;584;616;576.7;615.2;5604
2006.07.02 00:00;617;637;614.1;628.7;3372
2006.07.09 00:00;628.5;667.2;620.2;663.6;5542
2006.07.16 00:00;670.1;676;615.7;619.2;6529
2006.07.23 00:00;618.1;640.2;602.1;634.2;5131
2006.07.30 00:00;637;655.5;629;646;4754
2006.08.06 00:00;646;654.6;626.2;632;4736
2006.08.13 00:00;628.7;632.7;607;614.2;4654
2006.08.20 00:00;614.7;630;613.2;622;4582
2006.08.27 00:00;623;627.5;607.2;624.7;4509
2006.09.03 00:00;628.7;640.2;606.2;610.2;6089
2006.09.10 00:00;608.7;608.7;570.2;578.7;16051
2006.09.17 00:00;582.2;592.2;571.7;589.1;16964
2006.09.24 00:00;588.6;606.5;581.7;597.7;9242
2006.10.01 00:00;598.2;603.6;559.2;573.2;18276
2006.10.08 00:00;574.6;589.7;568.7;589.6;13045
2006.10.15 00:00;592.7;602;585.7;591.1;11641
2006.10.22 00:00;590.5;599.7;572.2;599.2;14831
2006.10.29 00:00;598.2;629;597.6;626.9;15986
2006.11.05 00:00;628.2;636.2;612.7;628.2;19249
2006.11.12 00:00;628.2;632.2;614.2;621.2;17763
2006.11.19 00:00;620.7;634.2;619.7;627.9;8039
2006.11.26 00:00;640.5;649.6;632.5;645;12725
2006.12.03 00:00;647;648.2;622.7;624.6;16158
2006.12.10 00:00;625;630.7;614.1;614.7;11522
2006.12.17 00:00;615.6;624.2;611.1;619.2;9991
2006.12.24 00:00;624.5;636.2;623.2;636.2;5380
2006.12.31 00:00;638.2;644.7;601.5;606.7;11150
2007.01.07 00:00;608.2;627.2;603.2;626.5;14964
2007.01.14 00:00;625.6;636.2;619.7;634.7;11437
2007.01.21 00:00;635.2;654.2;631.6;645.5;14043
2007.01.28 00:00;647.1;661;640.7;647.2;12321
2007.02.04 00:00;648.6;668.6;645.7;666.2;11928
2007.02.11 00:00;666.6;671.5;659.6;668.5;17784
2007.02.18 00:00;667.7;688;655.3;682;15719
2007.02.25 00:00;683.3;688.1;639.1;642;26389
2007.03.04 00:00;643.2;657.7;632.5;648.7;24171
2007.03.11 00:00;650.1;655.1;636.5;652.7;17966
2007.03.18 00:00;653.7;666.3;651.7;656.9;15701
2007.03.25 00:00;657.2;669;655;663.2;16450
2007.04.01 00:00;664.5;675.3;655.9;673.9;17725
2007.04.08 00:00;670.6;685.4;670.3;684.6;18398
2007.04.15 00:00;686.6;693.2;678.7;691.3;20276
2007.04.22 00:00;692.8;693.3;670.4;680.9;21086
2007.04.29 00:00;681;690.2;667.2;688.3;16463
2007.05.06 00:00;688.5;690.4;664;670.5;18240
2007.05.13 00:00;671.1;674.7;653.3;661.2;18826
2007.05.20 00:00;662.8;664.9;651.5;655.5;12415
2007.05.27 00:00;655.2;671.3;651.6;671.2;12253
2007.06.03 00:00;670.9;673.6;643.6;648.2;16539
2007.06.10 00:00;649.1;655.5;642.7;654.8;14928
2007.06.17 00:00;656;661.8;647.5;653.6;15259
2007.06.24 00:00;653.5;653.7;639.8;649.1;15578
2007.07.01 00:00;650.1;658.3;645;655.3;12599
2007.07.08 00:00;656;668.8;653.3;666.4;19584
2007.07.15 00:00;666.8;686.4;662.3;682.7;17885
2007.07.22 00:00;683.2;687.5;656.5;660.6;21877
2007.07.29 00:00;660.8;675.1;658.8;672.5;18662
2007.08.05 00:00;673.3;676.4;657.7;672.4;20647
2007.08.12 00:00;671.8;671.8;641.6;657.2;25748
2007.08.19 00:00;656;668.6;652.7;668;24300
2007.08.26 00:00;667.7;674.5;660.7;672.8;20535
2007.09.02 00:00;672.5;706.6;671;700.2;20156
2007.09.09 00:00;699.6;717;698.7;707;26674
2007.09.16 00:00;706.6;739.1;706.6;730.8;35416
2007.09.23 00:00;729.9;745.4;721.6;742.9;28515
2007.09.30 00:00;743.7;747.4;720.3;742.2;28105
2007.10.07 00:00;740.6;753.4;726.3;749.3;32530
2007.10.14 00:00;747.3;771.4;747.3;764.8;42464
2007.10.21 00:00;766.4;785.5;745;784.7;35019
2007.10.28 00:00;788.4;807.6;776.5;806.3;46875
2007.11.04 00:00;804.2;845.4;800.6;831.6;64292
2007.11.11 00:00;829.1;831.2;782.2;785.7;65915
2007.11.18 00:00;790;825.2;772.5;823.3;30848
2007.11.25 00:00;824.8;836.6;778.7;782.7;58657
2007.12.02 00:00;784.6;806.5;776.8;794.4;50392
2007.12.09 00:00;795.2;816.9;787.4;794.4;46786
2007.12.16 00:00;795.1;812;784.8;811.2;34518
2007.12.23 00:00;810.4;839.4;807.9;839.1;8664
2007.12.30 00:00;841.1;869;828.5;859.2;31177
2008.01.06 00:00;861.5;897.8;854.8;894.9;60607
2008.01.13 00:00;896.9;914;869.8;882.7;67883
2008.01.20 00:00;881.9;923.3;849.6;913.5;59960
2008.01.27 00:00;916.3;936.7;903.5;905;54923
2008.02.03 00:00;909.7;922.4;883.9;922.1;48066
2008.02.10 00:00;922.9;926.7;895.8;902;48055
2008.02.17 00:00;904;953.4;899.9;944.7;46540
2008.02.24 00:00;946.5;975.8;926;973.5;47662
2008.03.02 00:00;976.1;992.5;956.1;972.5;54693
2008.03.09 00:00;973.6;1006.7;960.6;1002.5;47755
2008.03.16 00:00;1017;1032.2;904.4;917.6;38217
2008.03.23 00:00;914;954.7;906.1;931.2;36792
2008.03.30 00:00;928.2;940.5;871.8;913.4;43887
2008.04.06 00:00;915.5;939.3;902.7;924.7;35149
2008.04.13 00:00;920.1;952.4;904.4;916.2;30155
2008.04.20 00:00;917.6;928.4;877.5;885.8;32017
2008.04.27 00:00;887.1;895.4;844.9;855.9;37110
2008.05.04 00:00;861.6;889.3;860.2;884.3;30660
2008.05.11 00:00;885.1;904.4;859.6;902.1;35014
2008.05.18 00:00;905.1;934.9;900.5;924.5;29977
2008.05.25 00:00;923.9;930.5;870.4;886.3;28540
2008.06.01 00:00;886.8;901.9;864.6;901.8;32994
2008.06.08 00:00;903.4;908.8;857.1;868.8;30335
2008.06.15 00:00;872;908.3;866.3;901.6;33999
2008.06.22 00:00;903.6;930.4;873.2;927.3;34472
2008.06.29 00:00;929.3;946.2;918.2;933.6;32994
2008.07.06 00:00;932;967.4;912.4;963.7;42404
2008.07.13 00:00;963.7;988;949.5;954.5;47342
2008.07.20 00:00;956.1;975.7;916.5;929.1;36461
2008.07.27 00:00;928.1;932.9;893.6;910.3;35099
2008.08.03 00:00;912.7;915.1;850.5;856.2;42810
2008.08.10 00:00;861.3;865.6;772.6;787.1;53143
2008.08.17 00:00;793.1;838.8;781.9;822.7;43048
2008.08.24 00:00;822.1;843.7;806.6;830.7;41059
2008.08.31 00:00;833.8;835.1;789.1;803.3;41027
2008.09.07 00:00;812.3;817.8;735.9;764.9;48023
2008.09.14 00:00;778.6;909.7;764.2;872.8;54178
2008.09.21 00:00;878.5;911.2;861.7;877.8;55401
2008.09.28 00:00;871.5;923.9;819;835.3;68987
2008.10.05 00:00;829;931.1;825.4;849.6;56296
2008.10.12 00:00;862.5;871.9;772.4;782.8;51104
2008.10.19 00:00;786.1;809.7;681.4;733.2;68061
2008.10.26 00:00;736.7;777.2;706.6;723.7;57169
2008.11.02 00:00;728.2;767.5;721.4;735.8;57616
2008.11.09 00:00;750.6;767.9;699.7;741.2;63046
2008.11.16 00:00;739.4;801.3;730.6;800;65227
2008.11.23 00:00;801.7;830.5;785.9;816;47457
2008.11.30 00:00;815.1;815.2;741.1;755.7;81194
2008.12.07 00:00;758.4;834.3;758.3;821.3;56369
2008.12.14 00:00;827.8;881.5;822.1;837.5;65842
2008.12.21 00:00;839.7;871.1;829.9;867;43117
2008.12.28 00:00;875.1;887.8;855.3;874.6;24215
2009.01.04 00:00;882.6;884;836.3;853;89645
2009.01.11 00:00;852.7;853.6;801.9;841.7;67615
2009.01.18 00:00;840.6;902.7;823.2;898.7;75377
2009.01.25 00:00;896.4;929.2;874.2;926.5;84000
2009.02.01 00:00;923.7;924.8;888.9;910.7;53187
2009.02.08 00:00;906.3;952.2;890.4;941;56925
2009.02.15 00:00;940.6;1005.9;935.7;992.1;29837
2009.02.22 00:00;995.2;997.7;927.5;941.6;57976
2009.03.01 00:00;947.5;957.9;899.5;938.6;121707
2009.03.08 00:00;937.4;940.3;890.8;929;118356
2009.03.15 00:00;925.1;966.7;883;951.4;141233
2009.03.22 00:00;950.6;956.7;916.1;922.4;105604
2009.03.29 00:00;923.8;932.6;890.3;892.4;124407
2009.04.05 00:00;892.3;893.6;865.1;881.15;120347
2009.04.12 00:00;883.95;899.73;864.78;868.25;225884
2009.04.19 00:00;868.51;913.73;864.54;912.5;173890
2009.04.26 00:00;915.6;918.1;880.03;886.05;139150
2009.05.03 00:00;886.7;925.28;885.1;915.9;143694
2009.05.10 00:00;915.65;933.98;908.36;931.15;93694
2009.05.17 00:00;930.97;960.92;915.8200000000001;956.95;105771
2009.05.24 00:00;956.88;980.02;941.11;978.5700000000001;109287
2009.05.31 00:00;976.74;989.63;952.4;954.79;174866
2009.06.07 00:00;954.39;965.02;936.23;938.8;126424
2009.06.14 00:00;935.4;941.65;925.23;933.48;90734
2009.06.21 00:00;933.65;948.15;912.88;939.1;148417
2009.06.28 00:00;936.28;945.6799999999999;923.54;931.5;108197
2009.07.05 00:00;929.75;931.33;904.78;912.58;88011
2009.07.12 00:00;913.77;941.78;907.73;936.95;89739
2009.07.19 00:00;938.33;957.15;937.95;950.92;125688
2009.07.26 00:00;949.62;958.6799999999999;925.48;953.5;149432
2009.08.02 00:00;952.97;971.46;951;954.45;193694
2009.08.09 00:00;953.95;960.36;939.88;948.05;180218
2009.08.16 00:00;947.59;957.65;930.08;953.24;146791
2009.08.23 00:00;953.28;961.39;939.66;954.42;175663
2009.08.30 00:00;955.92;997.16;944.4299999999999;993.37;180835
2009.09.06 00:00;994.25;1011.57;982.5700000000001;1004.71;174407
2009.09.13 00:00;1006.86;1023.87;992.12;1007.13;180240
2009.09.20 00:00;1003.16;1019.67;985;990.6;228822
2009.09.27 00:00;994.37;1009.57;984.99;1002.37;173319
2009.10.04 00:00;1003.03;1061.35;1000.85;1048.8;189245
2009.10.11 00:00;1052.29;1070.58;1043.16;1053.15;269576
2009.10.18 00:00;1054.72;1067.75;1047.66;1055.07;296966
2009.10.25 00:00;1052.59;1059.54;1026.4;1044.96;273943
2009.11.01 00:00;1044.12;1100.94;1042.84;1094.72;225468
2009.11.08 00:00;1096.22;1122.7;1095.49;1118.29;260515
2009.11.15 00:00;1124.11;1152.78;1122.98;1150.2;263191
2009.11.22 00:00;1159.16;1194.95;1137.58;1177.28;179428
2009.11.29 00:00;1169.2;1226.37;1147.32;1160.82;181514
2009.12.06 00:00;1156.87;1168.47;1109.36;1115.05;206175
2009.12.13 00:00;1113.48;1141.51;1094.71;1112.98;178739
2009.12.20 00:00;1114.13;1117.9;1074.48;1105.15;119910
2009.12.27 00:00;1108.24;1113.4;1085.99;1097.51;176211
2010.01.03 00:00;1094.61;1140.65;1093.08;1138.25;109373
2010.01.10 00:00;1153.6;1161.63;1118.82;1130.9;363925
2010.01.17 00:00;1132.54;1141.3;1082.15;1092.76;372489
2010.01.24 00:00;1094.72;1103.89;1074.01;1080.67;403541
2010.01.31 00:00;1082.66;1124.8;1044.46;1065.95;420746
2010.02.07 00:00;1065.28;1097.64;1061.65;1093.05;403701
2010.02.14 00:00;1096.54;1126.83;1091.45;1118.99;362017
2010.02.21 00:00;1124.85;1130.75;1088.1;1117.3;243601
2010.02.28 00:00;1117.83;1144.62;1112.05;1134.55;233276
2010.03.07 00:00;1134.85;1137.5;1098.45;1101.49;199575
2010.03.14 00:00;1104.22;1132.97;1101.24;1106.64;246798
2010.03.21 00:00;1105.62;1109.13;1085.05;1107.1;309414
2010.03.28 00:00;1110.18;1127.69;1101.56;1122.18;268338
2010.04.04 00:00;1125.39;1164.37;1122.45;1161.54;275425
2010.04.11 00:00;1167.03;1169.44;1129.89;1137.11;288402
2010.04.18 00:00;1134.76;1157.56;1123.78;1157.37;223526
2010.04.25 00:00;1157.77;1181.41;1146.35;1178.72;278071
2010.05.02 00:00;1177.78;1213.13;1157.62;1207.87;343607
2010.05.09 00:00;1200.43;1249.12;1184.06;1232.46;303711
2010.05.16 00:00;1232.97;1242.06;1166.34;1176.81;383971
2010.05.23 00:00;1180.82;1218.26;1179.35;1214.05;305511
2010.05.30 00:00;1214.05;1228.62;1196.8;1219.58;291309
2010.06.06 00:00;1219.81;1251.69;1210.52;1226.25;343560
2010.06.13 00:00;1230.32;1262.08;1216.54;1256.58;137634
2010.06.20 00:00;1259.55;1265.02;1224.56;1255.45;131780
2010.06.27 00:00;1254.3;1262.5;1196.35;1211.33;162324
2010.07.04 00:00;1210.93;1214.28;1184.78;1211.54;127298
2010.07.11 00:00;1211.08;1217.75;1186;1192.68;131179
2010.07.18 00:00;1192.55;1203.75;1175.66;1188.82;144146
2010.07.25 00:00;1189.2;1194.53;1157;1180.55;118449
2010.08.01 00:00;1181.13;1210.74;1174.53;1204.98;118756
2010.08.08 00:00;1205.3;1217.38;1190.58;1215.2;119875
2010.08.15 00:00;1214.7;1237.25;1214.05;1227.58;107115
2010.08.22 00:00;1227.55;1243.94;1210.71;1237.8;123420
2010.08.29 00:00;1237.2;1254.48;1231.79;1246.34;116823
2010.09.05 00:00;1248.15;1262.05;1236.5;1245.75;96392
2010.09.12 00:00;1244.93;1282.58;1241.01;1273.93;125710
2010.09.19 00:00;1276.9;1299.66;1270.93;1296.18;236898
2010.09.26 00:00;1295.61;1320.44;1282.75;1318.72;277645
2010.10.03 00:00;1319.82;1349.6;1312.27;1347.21;273179
2010.10.10 00:00;1353.13;1387.03;1340.13;1368.17;377192
2010.10.17 00:00;1367.83;1374.76;1315.14;1328.18;391892
2010.10.24 00:00;1331.66;1359.3;1318.8;1359;187780
2010.10.31 00:00;1361.2;1397.95;1325.55;1393.25;150830
2010.11.07 00:00;1397.7;1424.3;1382.6;1412;120325
2010.11.14 00:00;1373.08;1376.6;1329.5;1353.15;204624
2010.11.21 00:00;1358.3;1382.18;1348.35;1363.1;147281
2010.11.28 00:00;1358.15;1415.45;1353.2;1413.4;151477
2010.12.05 00:00;1410.17;1430.88;1371.38;1385.7;176724
2010.12.12 00:00;1403.5;1407.8;1361.19;1374.85;112107
2010.12.19 00:00;1382.61;1391.84;1372.18;1383;245074
2010.12.26 00:00;1376.82;1414.48;1376.32;1408.13;164101
2011.01.02 00:00;1415.71;1423.77;1352.79;1368.78;226389
2011.01.09 00:00;1369.34;1393;1354.95;1361.78;274637
2011.01.16 00:00;1363.49;1378.77;1337.61;1342.35;411096
2011.01.23 00:00;1345.82;1353.08;1307.88;1336.31;400307
2011.01.30 00:00;1344.47;1357.87;1322.96;1348.65;453110
2011.02.06 00:00;1346.52;1368;1344.99;1356.63;398661
2011.02.13 00:00;1354.1;1391.65;1354.1;1389.79;207262
2011.02.20 00:00;1391.4;1417.94;1390.63;1410.15;401527
2011.02.27 00:00;1413.85;1440.01;1404.67;1430.64;440554
2011.03.06 00:00;1434.65;1444.48;1402.87;1417.2;448063
2011.03.13 00:00;1425.68;1430.23;1380.88;1418.16;438978
2011.03.20 00:00;1424.28;1447.4;1419.32;1429.32;75996
2011.03.27 00:00;1424.9;1439.3;1410.08;1428.35;91965
2011.04.03 00:00;1428.45;1474.83;1427.6;1474.53;81889
2011.04.10 00:00;1475.2;1487.85;1445.63;1486.35;101667
2011.04.17 00:00;1485.3;1507.95;1477.3;1504.95;20645
2011.04.24 00:00;1516.23;1569;1493.15;1563.3;61996
2011.05.01 00:00;1547.25;1575.13;1462.35;1495;162783
2011.05.08 00:00;1494.25;1526.37;1478.08;1494.6;117209
2011.05.15 00:00;1490.5;1515.65;1471.68;1512.85;111923
2011.05.22 00:00;1512.15;1538.15;1503.8;1535.96;122946
2011.05.29 00:00;1535.95;1549.88;1519.55;1542.15;71119
2011.06.05 00:00;1541.9;1553.43;1525.9;1531.12;91346
2011.06.12 00:00;1528.83;1541.9;1510.83;1539.38;127136
2011.06.19 00:00;1539.7;1557.86;1498.37;1502.29;176035
2011.06.26 00:00;1498.7;1513.97;1478.05;1487.25;353801
2011.07.03 00:00;1494.85;1545.2;1492.85;1543.75;267850
2011.07.10 00:00;1542.46;1594.07;1540.43;1592.79;374562
2011.07.17 00:00;1593.55;1609.75;1495.75;1600.85;303474
2011.07.24 00:00;1608.45;1632.35;1603;1626.27;349513
2011.07.31 00:00;1610.2;1681.8;1607.88;1665.12;292013
2011.08.07 00:00;1684.1;1813.77;1682.3;1742.98;328222
2011.08.14 00:00;1744.97;1876.66;1727.67;1851.51;252943
2011.08.21 00:00;1865.66;1911.63;1702.55;1825.27;403830
2011.08.28 00:00;1832.26;1884.33;1775.74;1881.92;303766
2011.09.04 00:00;1880.85;1920.61;1792.41;1857.02;306417
2011.09.11 00:00;1857.46;1861.28;1762.44;1808.8;314723
2011.09.18 00:00;1818.58;1827.68;1628.82;1653.92;326126
2011.09.25 00:00;1647.36;1677;1531.94;1623.68;383369
2011.10.02 00:00;1623.68;1678.35;1595.65;1636.48;301312
2011.10.09 00:00;1638.97;1692.03;1638.83;1680.62;253227
2011.10.16 00:00;1682.44;1694.79;1603.52;1641.77;282435
2011.10.23 00:00;1638.8;1752.22;1635.28;1743.07;262892
2011.10.30 00:00;1741.49;1767.41;1680.97;1754.18;257841
2011.11.06 00:00;1753;1802.79;1735.47;1787.98;252729
2011.11.13 00:00;1787.96;1796.01;1710.32;1723.6;267684
2011.11.20 00:00;1722.09;1726.23;1666.33;1682.33;254860
2011.11.27 00:00;1687.71;1763.03;1686.84;1745.82;262122
2011.12.04 00:00;1750.16;1755.87;1701.95;1710.48;279033
2011.12.11 00:00;1713.53;1714.48;1560.08;1598.64;327841
